,created_at,l1
0,2023-10-02 23:59:59.893,523.591064453125
1,2023-10-02 23:59:59.647,521.7890014648438
2,2023-10-02 23:59:59.393,523.7548828125
3,2023-10-02 23:59:59.143,524.4102172851562
4,2023-10-02 23:59:58.893,523.591064453125
5,2023-10-02 23:59:58.643,520.5330200195312
6,2023-10-02 23:59:58.393,521.6251220703125
7,2023-10-02 23:59:58.143,522.9904174804688
8,2023-10-02 23:59:57.893,522.3350830078125
9,2023-10-02 23:59:57.643,521.5159301757812
10,2023-10-02 23:59:57.390,522.1166381835938
11,2023-10-02 23:59:57.140,522.9904174804688
12,2023-10-02 23:59:56.893,522.2258911132812
13,2023-10-02 23:59:56.643,522.1712646484375
14,2023-10-02 23:59:56.393,521.570556640625
15,2023-10-02 23:59:56.140,523.8641357421875
16,2023-10-02 23:59:55.890,522.4989013671875
17,2023-10-02 23:59:55.640,522.3350830078125
18,2023-10-02 23:59:55.390,522.2258911132812
19,2023-10-02 23:59:55.140,522.935791015625
20,2023-10-02 23:59:54.887,522.3897094726562
21,2023-10-02 23:59:54.640,523.0450439453125
22,2023-10-02 23:59:54.387,521.3521118164062
23,2023-10-02 23:59:54.140,522.608154296875
24,2023-10-02 23:59:53.887,521.2428588867188
25,2023-10-02 23:59:53.637,521.6797485351562
26,2023-10-02 23:59:53.390,520.4783935546875
27,2023-10-02 23:59:53.137,521.6251220703125
28,2023-10-02 23:59:52.887,522.1712646484375
29,2023-10-02 23:59:52.637,521.6251220703125
30,2023-10-02 23:59:52.387,521.40673828125
31,2023-10-02 23:59:52.137,521.0791015625
32,2023-10-02 23:59:51.887,522.1166381835938
33,2023-10-02 23:59:51.637,522.1166381835938
34,2023-10-02 23:59:51.387,520.5875854492188
35,2023-10-02 23:59:51.137,520.9698486328125
36,2023-10-02 23:59:50.887,522.2258911132812
37,2023-10-02 23:59:50.637,523.4273071289062
38,2023-10-02 23:59:50.383,522.3350830078125
39,2023-10-02 23:59:50.133,522.77197265625
40,2023-10-02 23:59:49.887,523.8641357421875
41,2023-10-02 23:59:49.633,523.8641357421875
42,2023-10-02 23:59:49.387,521.7890014648438
43,2023-10-02 23:59:49.133,522.8811645507812
44,2023-10-02 23:59:48.883,523.3179931640625
45,2023-10-02 23:59:48.630,521.9528198242188
46,2023-10-02 23:59:48.380,521.6797485351562
47,2023-10-02 23:59:48.133,522.7173461914062
48,2023-10-02 23:59:47.880,522.2258911132812
49,2023-10-02 23:59:47.630,524.3556518554688
50,2023-10-02 23:59:47.380,523.7548828125
51,2023-10-02 23:59:47.130,524.0279541015625
52,2023-10-02 23:59:46.880,524.1371459960938
53,2023-10-02 23:59:46.630,524.3556518554688
54,2023-10-02 23:59:46.380,525.8846435546875
55,2023-10-02 23:59:46.130,525.1747436523438
56,2023-10-02 23:59:45.880,524.2463989257812
57,2023-10-02 23:59:45.630,523.7548828125
58,2023-10-02 23:59:45.380,522.8811645507812
59,2023-10-02 23:59:45.130,524.1371459960938
60,2023-10-02 23:59:44.880,523.1542358398438
61,2023-10-02 23:59:44.630,522.1166381835938
62,2023-10-02 23:59:44.380,523.0450439453125
63,2023-10-02 23:59:44.130,523.263427734375
64,2023-10-02 23:59:43.880,522.4989013671875
65,2023-10-02 23:59:43.630,522.3897094726562
66,2023-10-02 23:59:43.380,521.6251220703125
67,2023-10-02 23:59:43.130,523.8095092773438
68,2023-10-02 23:59:42.877,524.0279541015625
69,2023-10-02 23:59:42.630,521.9528198242188
70,2023-10-02 23:59:42.377,524.0279541015625
71,2023-10-02 23:59:42.127,524.0825805664062
72,2023-10-02 23:59:41.877,523.8095092773438
73,2023-10-02 23:59:41.627,524.5194091796875
74,2023-10-02 23:59:41.377,524.5740356445312
75,2023-10-02 23:59:41.130,525.1201782226562
76,2023-10-02 23:59:40.877,525.3385620117188
77,2023-10-02 23:59:40.630,523.4273071289062
78,2023-10-02 23:59:40.377,523.8095092773438
79,2023-10-02 23:59:40.130,521.570556640625
80,2023-10-02 23:59:39.877,523.4818725585938
81,2023-10-02 23:59:39.627,522.8811645507812
82,2023-10-02 23:59:39.377,521.8436279296875
83,2023-10-02 23:59:39.130,523.8641357421875
84,2023-10-02 23:59:38.877,525.0655517578125
85,2023-10-02 23:59:38.627,524.5740356445312
86,2023-10-02 23:59:38.377,524.5194091796875
87,2023-10-02 23:59:38.130,525.0655517578125
88,2023-10-02 23:59:37.873,524.6832885742188
89,2023-10-02 23:59:37.627,524.956298828125
90,2023-10-02 23:59:37.373,523.0450439453125
91,2023-10-02 23:59:37.127,523.1542358398438
92,2023-10-02 23:59:36.877,521.7890014648438
93,2023-10-02 23:59:36.627,524.0825805664062
94,2023-10-02 23:59:36.377,521.0791015625
95,2023-10-02 23:59:36.127,521.7890014648438
96,2023-10-02 23:59:35.877,521.2428588867188
97,2023-10-02 23:59:35.627,521.9528198242188
98,2023-10-02 23:59:35.373,522.935791015625
99,2023-10-02 23:59:35.127,522.2258911132812
100,2023-10-02 23:59:34.873,520.8060302734375
101,2023-10-02 23:59:34.627,522.2258911132812
102,2023-10-02 23:59:34.373,523.3179931640625
103,2023-10-02 23:59:34.127,521.8436279296875
104,2023-10-02 23:59:33.873,522.7173461914062
105,2023-10-02 23:59:33.623,522.3350830078125
106,2023-10-02 23:59:33.377,523.5364990234375
107,2023-10-02 23:59:33.127,523.3179931640625
108,2023-10-02 23:59:32.877,521.2428588867188
109,2023-10-02 23:59:32.627,523.7548828125
110,2023-10-02 23:59:32.373,522.6627197265625
111,2023-10-02 23:59:32.127,523.263427734375
112,2023-10-02 23:59:31.873,523.3179931640625
113,2023-10-02 23:59:31.627,523.0450439453125
114,2023-10-02 23:59:31.373,522.3350830078125
115,2023-10-02 23:59:31.127,523.3179931640625
116,2023-10-02 23:59:30.873,523.1542358398438
117,2023-10-02 23:59:30.623,521.6797485351562
118,2023-10-02 23:59:30.377,521.7890014648438
119,2023-10-02 23:59:30.127,523.4273071289062
120,2023-10-02 23:59:29.873,522.8811645507812
121,2023-10-02 23:59:29.623,521.7890014648438
122,2023-10-02 23:59:29.373,520.5875854492188
123,2023-10-02 23:59:29.120,522.1712646484375
124,2023-10-02 23:59:28.873,521.6797485351562
125,2023-10-02 23:59:28.620,522.1712646484375
126,2023-10-02 23:59:28.370,522.1712646484375
127,2023-10-02 23:59:28.123,524.79248046875
128,2023-10-02 23:59:27.873,523.591064453125
129,2023-10-02 23:59:27.623,521.898193359375
130,2023-10-02 23:59:27.373,523.2088012695312
131,2023-10-02 23:59:27.127,523.0450439453125
132,2023-10-02 23:59:26.873,522.3350830078125
133,2023-10-02 23:59:26.623,521.0244750976562
134,2023-10-02 23:59:26.370,521.9528198242188
135,2023-10-02 23:59:26.120,521.8436279296875
136,2023-10-02 23:59:25.870,523.7003173828125
137,2023-10-02 23:59:25.620,521.7890014648438
138,2023-10-02 23:59:25.370,520.04150390625
139,2023-10-02 23:59:25.123,520.4237670898438
140,2023-10-02 23:59:24.873,520.7514038085938
141,2023-10-02 23:59:24.620,520.5875854492188
142,2023-10-02 23:59:24.370,520.8606567382812
143,2023-10-02 23:59:24.120,520.5875854492188
144,2023-10-02 23:59:23.870,520.9698486328125
145,2023-10-02 23:59:23.620,521.2428588867188
146,2023-10-02 23:59:23.367,518.9493408203125
147,2023-10-02 23:59:23.120,522.4989013671875
148,2023-10-02 23:59:22.867,522.77197265625
149,2023-10-02 23:59:22.617,522.935791015625
150,2023-10-02 23:59:22.367,523.2088012695312
151,2023-10-02 23:59:22.117,523.3179931640625
152,2023-10-02 23:59:21.867,522.6627197265625
153,2023-10-02 23:59:21.617,523.9733276367188
154,2023-10-02 23:59:21.370,522.06201171875
155,2023-10-02 23:59:21.117,522.2258911132812
156,2023-10-02 23:59:20.867,521.2974853515625
157,2023-10-02 23:59:20.617,521.0791015625
158,2023-10-02 23:59:20.367,521.1336669921875
159,2023-10-02 23:59:20.117,520.2599487304688
160,2023-10-02 23:59:19.863,521.898193359375
161,2023-10-02 23:59:19.613,522.06201171875
162,2023-10-02 23:59:19.363,521.2428588867188
163,2023-10-02 23:59:19.113,522.06201171875
164,2023-10-02 23:59:18.863,523.9733276367188
165,2023-10-02 23:59:18.613,523.263427734375
166,2023-10-02 23:59:18.363,522.06201171875
167,2023-10-02 23:59:18.113,522.935791015625
168,2023-10-02 23:59:17.863,523.4273071289062
169,2023-10-02 23:59:17.613,522.3350830078125
170,2023-10-02 23:59:17.363,521.6251220703125
171,2023-10-02 23:59:17.113,521.5159301757812
172,2023-10-02 23:59:16.863,523.7003173828125
173,2023-10-02 23:59:16.610,523.591064453125
174,2023-10-02 23:59:16.363,521.1336669921875
175,2023-10-02 23:59:16.110,521.6251220703125
176,2023-10-02 23:59:15.863,521.3521118164062
177,2023-10-02 23:59:15.613,523.8641357421875
178,2023-10-02 23:59:15.363,521.40673828125
179,2023-10-02 23:59:15.113,522.3350830078125
180,2023-10-02 23:59:14.860,522.3350830078125
181,2023-10-02 23:59:14.613,523.0450439453125
182,2023-10-02 23:59:14.363,523.1542358398438
183,2023-10-02 23:59:14.110,521.40673828125
184,2023-10-02 23:59:13.860,521.898193359375
185,2023-10-02 23:59:13.610,522.4442749023438
186,2023-10-02 23:59:13.360,521.9528198242188
187,2023-10-02 23:59:13.110,520.3145141601562
188,2023-10-02 23:59:12.860,521.6797485351562
189,2023-10-02 23:59:12.610,522.1712646484375
190,2023-10-02 23:59:12.360,522.608154296875
191,2023-10-02 23:59:12.110,521.6797485351562
192,2023-10-02 23:59:11.857,522.1712646484375
193,2023-10-02 23:59:11.607,523.0450439453125
194,2023-10-02 23:59:11.357,521.8436279296875
195,2023-10-02 23:59:11.110,521.0791015625
196,2023-10-02 23:59:10.857,521.9528198242188
