created_at,l1,estado
2023-07-13 23:59:59.993,109.39275360107422,0
2023-07-13 23:59:59.950,285.7142944335937,0
2023-07-13 23:59:59.920,116.57201385498048,0
2023-07-13 23:59:59.747,109.3053741455078,0
2023-07-13 23:59:59.700,285.4521484375,0
2023-07-13 23:59:59.670,117.1981964111328,0
2023-07-13 23:59:59.493,109.3053741455078,0
2023-07-13 23:59:59.450,285.7142944335937,0
2023-07-13 23:59:59.420,117.1981964111328,0
2023-07-13 23:59:59.247,109.39275360107422,0
2023-07-13 23:59:59.200,285.8453369140625,0
2023-07-13 23:59:59.167,117.38751220703124,0
2023-07-13 23:59:58.993,109.3053741455078,0
2023-07-13 23:59:58.950,285.7142944335937,0
2023-07-13 23:59:58.917,116.80500793457033,0
2023-07-13 23:59:58.747,109.39275360107422,0
2023-07-13 23:59:58.700,285.7142944335937,0
2023-07-13 23:59:58.667,116.47007751464844,0
2023-07-13 23:59:58.493,109.3053741455078,0
2023-07-13 23:59:58.453,285.7142944335937,0
2023-07-13 23:59:58.417,116.49919891357422,0
2023-07-13 23:59:58.247,109.48011779785156,0
2023-07-13 23:59:58.200,285.1900329589844,0
2023-07-13 23:59:58.167,116.6156997680664,0
2023-07-13 23:59:57.993,109.3053741455078,0
2023-07-13 23:59:57.950,284.7968444824219,0
2023-07-13 23:59:57.917,116.74675750732422,0
2023-07-13 23:59:57.743,109.3053741455078,0
2023-07-13 23:59:57.700,285.0589904785156,0
2023-07-13 23:59:57.667,116.45550537109376,0
2023-07-13 23:59:57.493,109.3053741455078,0
2023-07-13 23:59:57.453,285.1900329589844,0
2023-07-13 23:59:57.417,116.71763610839844,0
2023-07-13 23:59:57.247,109.3053741455078,0
2023-07-13 23:59:57.200,285.4521484375,0
2023-07-13 23:59:57.167,116.6156997680664,0
2023-07-13 23:59:56.993,109.3053741455078,0
2023-07-13 23:59:56.950,285.9764099121094,0
2023-07-13 23:59:56.917,116.68851470947266,0
2023-07-13 23:59:56.747,109.04325103759766,0
2023-07-13 23:59:56.700,285.4521484375,0
2023-07-13 23:59:56.667,116.42638397216795,0
2023-07-13 23:59:56.493,109.3053741455078,0
2023-07-13 23:59:56.450,284.7968444824219,0
2023-07-13 23:59:56.420,115.81476593017578,0
2023-07-13 23:59:56.247,109.04325103759766,0
2023-07-13 23:59:56.200,284.4036560058594,0
2023-07-13 23:59:56.167,116.7613296508789,0
2023-07-13 23:59:55.993,109.04325103759766,0
2023-07-13 23:59:55.950,285.0589904785156,0
2023-07-13 23:59:55.917,116.86326599121094,0
2023-07-13 23:59:55.747,109.3053741455078,0
2023-07-13 23:59:55.700,285.0589904785156,0
2023-07-13 23:59:55.663,117.03800964355467,0
2023-07-13 23:59:55.493,109.04325103759766,0
2023-07-13 23:59:55.450,285.1900329589844,0
2023-07-13 23:59:55.417,116.45550537109376,0
2023-07-13 23:59:55.243,109.3053741455078,0
2023-07-13 23:59:55.203,285.0589904785156,0
2023-07-13 23:59:55.167,116.13514709472656,0
2023-07-13 23:59:54.993,109.3053741455078,0
2023-07-13 23:59:54.953,284.7968444824219,0
2023-07-13 23:59:54.913,116.3972625732422,0
2023-07-13 23:59:54.747,109.3053741455078,0
2023-07-13 23:59:54.700,284.7968444824219,0
2023-07-13 23:59:54.667,116.32444763183594,0
2023-07-13 23:59:54.493,109.04325103759766,0
2023-07-13 23:59:54.450,285.1900329589844,0
2023-07-13 23:59:54.413,116.7613296508789,0
2023-07-13 23:59:54.247,109.3053741455078,0
2023-07-13 23:59:54.200,285.32110595703125,0
2023-07-13 23:59:54.163,116.73219299316406,0
2023-07-13 23:59:53.993,109.3053741455078,0
2023-07-13 23:59:53.950,285.0589904785156,0
2023-07-13 23:59:53.913,116.51376342773438,0
2023-07-13 23:59:53.743,109.04325103759766,0
2023-07-13 23:59:53.700,285.1900329589844,0
2023-07-13 23:59:53.660,116.71763610839844,0
2023-07-13 23:59:53.493,109.3053741455078,0
2023-07-13 23:59:53.450,285.1900329589844,0
2023-07-13 23:59:53.410,116.3826904296875,0
2023-07-13 23:59:53.247,109.04325103759766,0
2023-07-13 23:59:53.200,285.32110595703125,0
2023-07-13 23:59:53.163,116.2370834350586,0
2023-07-13 23:59:52.997,109.04325103759766,0
2023-07-13 23:59:52.947,285.4521484375,0
2023-07-13 23:59:52.913,116.25163269042967,0
2023-07-13 23:59:52.743,109.04325103759766,0
2023-07-13 23:59:52.700,285.7142944335937,0
2023-07-13 23:59:52.663,115.88758087158205,0
2023-07-13 23:59:52.493,109.3053741455078,0
2023-07-13 23:59:52.450,285.7142944335937,0
2023-07-13 23:59:52.413,117.12538146972656,0
2023-07-13 23:59:52.243,109.04325103759766,0
2023-07-13 23:59:52.200,285.7142944335937,0
2023-07-13 23:59:52.160,117.0816879272461,0
2023-07-13 23:59:51.993,109.3053741455078,0
2023-07-13 23:59:51.950,285.32110595703125,0
2023-07-13 23:59:51.910,116.95063018798828,0
2023-07-13 23:59:51.747,109.39275360107422,0
2023-07-13 23:59:51.697,285.0589904785156,0
2023-07-13 23:59:51.657,116.47007751464844,0
2023-07-13 23:59:51.493,109.3053741455078,0
2023-07-13 23:59:51.447,285.0589904785156,0
2023-07-13 23:59:51.407,115.96039581298828,0
2023-07-13 23:59:51.247,109.3053741455078,0
2023-07-13 23:59:51.197,285.32110595703125,0
2023-07-13 23:59:51.157,116.3972625732422,0
2023-07-13 23:59:50.993,109.3053741455078,0
2023-07-13 23:59:50.947,285.1900329589844,0
2023-07-13 23:59:50.907,114.999267578125,0
2023-07-13 23:59:50.743,109.39275360107422,0
2023-07-13 23:59:50.697,285.1900329589844,0
2023-07-13 23:59:50.657,116.3826904296875,0
2023-07-13 23:59:50.490,109.3053741455078,0
2023-07-13 23:59:50.447,285.1900329589844,0
2023-07-13 23:59:50.407,116.83413696289062,0
2023-07-13 23:59:50.240,109.3053741455078,0
2023-07-13 23:59:50.193,285.0589904785156,0
2023-07-13 23:59:50.157,116.80500793457033,0
2023-07-13 23:59:49.990,109.39275360107422,0
2023-07-13 23:59:49.943,284.7968444824219,0
2023-07-13 23:59:49.907,116.86326599121094,0
2023-07-13 23:59:49.740,109.04325103759766,0
2023-07-13 23:59:49.693,285.0589904785156,0
2023-07-13 23:59:49.657,116.54288482666016,0
2023-07-13 23:59:49.490,109.3053741455078,0
2023-07-13 23:59:49.440,284.7968444824219,0
2023-07-13 23:59:49.407,116.49919891357422,0
2023-07-13 23:59:49.240,109.3053741455078,0
